dispose	"배치하다, 처리하다"
unpleasant	"불쾌한, 재미없는"
auxiliary	"보조의, 대용의"
loom	"어렴풋이 나타나다, 불안하게 다가오다, 베틀, 직기"
blur	"흐리게 하다, 무감각하게 하다, 흐릿한 형체"
scholastic	"학생, 학자, 학교의, 학자의"
agile	"민첩한, 재빠른"
arboretum	"수목원, 식물원"
anti-abortion	임신중절에 반대하는
eternal	"영원한, 끝없는"
predacious	육식하는
distortion	"왜곡, 찌그러짐"
reluctant	"마음 내키지 않은, 달갑지 않은"
groom	신랑
banish	"추방하다, 내쫓다"
drawback	"약점, 결점, 장애"
latent	"숨어 있는, 보이지 않는, 잠재적인"
irrelevant	"엉뚱한, 부적절한, 관련이 없는"
destined	"예정된, 운명 지어진"
speck	"작은 얼룩, 작은 반점, 흠, 멍"
beforehand	"미리, 벌써"
celebrated	"유명한, 저명한"
secretion	분비(물)
sheen	"광택, 광휘, 현란한 의상"
evasive	"회피적인, 파악하기 어려운, 애매한"
inaccurate	"부정확한, 정밀하지 않은"
garment	"의복, 옷"
glossary	"소사전, 용어집, 어휘사전"
intermittent	"때때로 중단되는, 간헐적인"
degenerate	"퇴보하다, 타락하다"
intricate	"얽힌, 복잡한 "
municipal	"도시의, 좁은 범위 내에"
inaugurate	"취임시키다, 개시하다"
beating	"때림, 채찍질"
ratify	"비준하다, 재가하다"
ration	"배급량, 할당량, 배급하다"
vicious	"나쁜, 악덕의, 악의 있는"
puberty	사춘기
bosom	"가슴, 내심, 내부, 절친한, 사랑하는"
hesitate	"주저하다, 꺼리다"
brand-new	"신상품의, 아주 새로운"
defective	"결점이 있는, 불안전한"
turnover	"전복, 전도"
complication	"복잡, 귀찮은 문제"
petition	"탄원, 청원, 변명, 호소, 탄원하다, 신청하다"
tentative	"시험적인, 임시의, 모호한"
preliminary	"예비적인, 서문의, 시초의, 사전준비, 서문, 예비시험"
uncompromising	"타협하지 않는, 완고한"
considerable	"상당한, 적지 않은, 중요한"
inexpensive	"비용이 들지 않는, 비싸지 않은"
bribe	"매수하다, 뇌물을 주다, 뇌물"
consecutive	"연속하는, 계속적인"
coma	"혼수상태, 코마"
vibrate	"판단, 평가, 평가치"
paranormal	과학적으로 설명할 수 없는
baffle	"당황하게 하다, 좌절시키다"
allied	"연합한, 유사한"
reckless	"앞뒤를 가리지 않는, 무모한, 무모하게"
stimulating	"자극하는, 격려하는"
bee venom	"봉독, 벌침 독"
morality	"도덕, 덕행, 교훈"
consequence	"결과, 귀결, 중대함"
endorse	"배서하다, 보증하다"
weary	"피곤한, 싫증이 난, 따분한"
lease	"임대하다, 임대차, 임차권"
phase	"상, 면, 단계, 측면"
gallant	"용감한, 씩씩한, 친절한"
soaked	"흠뻑 젖은, 흠뻑 배인"
fascinating	"매혹적인, 반하게 만드는"
innocuous	"악의 없는, 무해한, 순진한"
gigantic	거대한
proliferate	"급증하다, 번식하다, 확산되다"
blaze	"화염, 불꽃, 격발, 타오르다"
dedicated	"일생을 바친, 헌신적인"
inferior	"하위의, 열등한"
cruise	"순항, 순항하다"
nucleus	"핵심, 세포 핵, 응결 핵"
planetary	행성의
chewing	"씹는, 깨무는, 저작"
sanitary	"위생의, 위생적인, 청결한"
solidarity	"결속, 단결, 연대, 자유노조"
current affairs	시사
annihilate	"전멸시키다, 무력하게 하다"
pictorial	"그림의, 그림으로 나타낸"
tenant	"세든 사람, 임차인"
wavy	"요동하는, 물결 모양의, 파도치는"
flight attendant	객실 승무원
efficiency	"능력, 능률, 효율"
piety	"경건, 신앙심"
uproarious	"떠드는, 법석 떠는, 시끄러운"
hand down	"~을 전하다, (후세에) 남기다"
lurk	"숨다, 잠복하다, 살금살금 거다, 잠복, 계략"
extensively	"널리, 광범위하게"
curve	"곡선, 곡면, 굴곡"
moth	(유충) 나방
reward	"보수, 사례금, 보상, 보답하다"
vanish	"갑자기 사라지다, 없어지다"
declaration	"선언, 포고, 신고"
termite	흰개미
perennial	"사철을 통한, 영구적인"
quota	"몫, 분담액"
esteem	"존중, 존경, 존중하다, 생각하다"
mutate	"변화하다, 돌연변이하다"
penetrate	"꿰뚫다, 관통하다, 침입하다"
barefoot	"맨발의, 맨발로"
improper	부적당한
epoch	"신기원, 신세대"
erroneous	"잘못된, 틀린, 정도를 벗어난"
emission	"방사, 발산, 방출, 배출물"
intimate	"친밀한, 친숙한, 상세한"
sickle	"낫, 낫 모양의 별무리, ~을 낫으로 베다"
surveillance	"감시, 감독"
viscous	"찐득찐득한, 점성의"
counselor	"상담역, 고문"
ample	"충분한, 풍부한, 넓은"
slaughter	"도살, 살육, 도살하다"
virus	"바이러스, 병독, 병원체"
drown	"익사시키다, 침수시키다"
unpredictable	예언 (예측)할 수 없는
cheif executive	"대통령, 주지사, 최고 지도자"
seperately	"따로따로, 개별적으로, 단독으로"
valuable	"금전적 가치가 있는, 값비싼, 귀중한"
rift	"금, 균열, 갈라지다, 찢다"
veil	베일로 가리다
disperse	"흩뜨리다, 해산시키다"
capital punishment	사형
frustrate	"실망시키다, 좌절시키다, 방해하다"
subsequent	"다음의, 수반하는"
retreat	"퇴각, 후퇴, 은퇴, 후퇴하다, 물러가다"
ranch	"대목장, 농장"
skim	"스쳐 가다, 대충 일가"
summit	"정상, 최고점, 정상회담"
absurd	"덜다, 완화하다"
ambassador	"대사, 특사"
unrest	"불안, 근심"
city council	시 의회
toast	"굽다, 불을 쬐다, 건배하다, 축배하다"
repress	"억제하다, 진압하다"
brittle	"부서지기 쉬운, 상처 입기 쉬운, 냉담한"
confined	"갇힌, 외출이 금지된"
stew	"끓이다, 애타게 하다, 스튜"
dye	"염료, 물감, 물들이다, 염색하다"
landfill	"매립식 쓰레기 처리, 매립지"
impeach	"탄핵하다, 비난핟"
terrain	"지역, 지대, 범위"
noxious	"유해한, 불건전한"
alluvial	"충적의, 충적토"
anathema	"저주, 파문"
mediocre	"보통의, 평범한, 이류의"
devout	"믿음이 깊은, 독실한"
reprimand	"꾸짖다, 질책하다, 징계, 비난"
circadian rhythm	24시간 주기 리듬
embezzlement	"도용, 횡령, 착복"
eclipse	"일식, 월식"
eligible	"적격의, 적임의, 바람직한, 적임자, 유자격자"
spine	"등뼈, 바늘, 가시 모양 돌기"
residue	"잔여, 잔류물, 잔여유산"
lucrative	"유리한, 돈이 벌리는"
siege	"포위 공격, 공성, 포위하다"
reservoir	"저수지, 급수소"
stiff	"뻣뻣한, 경직된, 강한, 팽팽한"
rebellion	"모란, 폭동"
outstrip	"앞서다, 뛰어나다, 초과하다"
plagiarise	표절하다
reverent	"숭상하는, 경건한"
sniff	"코를 킁킁거리다, 냄새를 맡다"
inheritance	"상속재산, 유산"
colossal	"거대한, 엄청난, 놀랄 만한"
corridor	"복도, 회랑"
glittering	"반짝이는, 빛나는, 화련한"
deterimental	"해로운, 불리한"
correspondent	"대응하는, 일치하는, 통신인, 특파원"
convection	"전달, 운반"
indcit	"기소하다, 고발하다"
distract	"흐트러뜨리다, 전환시키다"
levy	"장수하다, 부과하다, 압류하다, 부과, 징세, 소집"
setback	"좌절, 역류, 실패"
vernacular	"제 나라말, 자국어, 자국의"
forregone conclusion	"처음부터 알고 있는 결론, 뻔한 결과(필연적인 결론)"
ransom	"몸값, 배상금, 몸값을 지불하다"
sluggish	"불경기의, 느린, 게으름을 피우는"
tyranny	"전제정치, 학정, 횡포"
appal	"오싹하게 하다, 질리게 하다"
mutton	양고기
wean	"젖을 떼다, 이유시키다, 유아, 어린애"
topsoil	"표토, 겉흙"
wicked	"사악한, 심술궂은, 불쾌한"
majestic	"위엄 있는, 장중한"
varnish	"바니시, 광택제, 윤, 니스를 칠하다"
rehabilitation	"사회 복귀, 부흥, 재건"
brink	"가장자리, 물가, 직전"
perch	"앉다, 자리 잡다, 횃대"
tortoiseshell	"귀값, 거북이 등껍질, 별갑제의"
breeze	"산들바람, 미풍, 쉬운 일, 산들바람이 불다"
odometer	주행기록계
ravage	"유린하다, 파괴하다, 약탈하다, 파괴"
token	"표, 증거, 기념품"
shabby	"초라한, 낡아 빠진"
annotated	주석이 달린
toil	"수고하다, 고생하다, 노고, 수고"
mare	"암말, 암당나귀"
boredom	"지루함, 권태, 지루한 일"
litter	"어질러진 물건, 난잡, 쓰레기, 어질러 놓다, 흩뜨리다"
wade	"걸어서 건너다, 힘들여 나아가다"
dazzling	"눈부신, 현혹적인"
brisk	"활발한, 번창하는"
treason	"반역죄, 배신"
rugged	"울퉁불퉁한, 고된, 험악한"
reign	"치세, 왕대, 통치, 군림하다, 지배하다"
escort	"호송, 호위, 호위하다"
disloyal	"불충한, 불성실한, 신의 없는"
unequalled	"타의 추종을 불허하는, 같지 않은, 고르지 못한"
turmoil	"소란, 소동, 혼란"
indiscriminate	"무차별의, 난잡한"
vanity	"허영심, 허무함"
coffin	"관, 널, 판"
falter	"비틀거리다, 말을 더듬다, 주춤하다, 약해지다"
suffrage	"투표, 선거권"
skirmish	"작은 접전, 사소한 충돌"
ambush	"매복하다, 매복 습격하다, 매복, 잠복"
flunk	"실패하다, 단념하다, 낙제하다"
barrage	"연발 사격, 집중포화, 댐"
salvage	"해난 구조, 구출"
torrential	"맹렬한, 격한, 급류의"
salute	"경례하다, 인사하다, 거수 경례, 인사"
snare	"덫, 올가미, 함정, 함정에 빠뜨리다"
strenuous	"분투적인, 격렬한, 활발한"
lash	"후려치다, 몰아치다, 흔들다, 채찍질"
venomous	"독이 있는, 해로운, 악의에 찬, 원한을 품은"
wretched	"비참한, 불행한, 서툰, 야비한"
detatin	"못 가게 붙들다, 기다리게 하다, 유치하다"
stalk	"몰래 접근하다, 가만히 뒤를 밟다"
anthem	"노래, 성가, 찬송가"
exclusive	"배타적인, 독점적인, 제외하고"
implement	"권한을 주다, 실행하다, 충족시키다, 도구, 수단"
hectic	"소모성의, 열광적인, 몹시 바쁜ㄹ"
imbibe	"흡수하다, 섭취하다, 마시다"
pavement	"포장도로, 포장"
siesta	낮잠
impoverished	"가난하게 된, 허약해진, 불모의"
serene	"고요한, 평화스러운, 화창한"
rapport	"관계, 접촉"
vulnerable	"상처 입기 쉬운, 넘어가기 쉬운"
breeder	"번식하는 동식물, 양육자, 고속 증식로"
slippery	"미끄러운, 잘 빠져나가는"
repellent	"불쾌한, 혐오감을 주는, 기피하는, 기피제"
mesolithic	중석기 시대의
abate	"감소시키다, 누그러뜨리다"
affluent	"풍부한, 부유한"
indifference	"무관심, 냉담, 중요치 않음"
entail	"남기다, 수반하다, 부과하다"
entangle	"뒤얽히게 하다, 혼란시키다, 빠뜨리다"
imminent	"임박한, 절박한"
impair	"감하다, 손상시키다, 해치다"
habitual	"습관적인, 규칙적인, 상습법, 알코올 중독자"
unleash	"~의 가죽 끈을 풀다, 해방하다, 자유롭게 하다"
explicit	"분명한, 명백한, 숨김없는"
imperative	"명령적인, 단호한, 피할 수 없는, 긴급한, 긴요한"
enthusiastically	"열광적으로, 열중하여"
evade	"피하다, 회피하다"
exalt	"높이다, 승진시키다, 찬양하다"
imperceptible	"눈에 보이지 않는, 지각할 수 없는, 미세한"
ferocious	"사나운, 맹렬한, 잔인한"
superb	"최고의, 뛰어난, 화려한"
ethereal	"미묘한, 공기 같은, 가벼운, 하늘의"
evacuate	"비우다, 철수시키다, 피난하다"
impregnable	"난공불락의, (신념이) 흔들리지 않는"
snarl	"얽히다, 혼란스럽게 되다, 으르렁거리다, 호통 치다"
incompatible	"~와 맞지 않는, 양립할 수 없는"
excavate	"파다, 발굴하다"
exclamation	"외침, 절규, 감탄, 감탄사"
exorbitant	"과도한, 사치하는"
expertise	"전문 기술, 전문가의 감정서"
sprawl	"팔다리를 펴다, 꿈틀거리다, 불규칙하게 넓어짐"
exterminate	"파괴하다, 전멸시키다, 근절하다"
fierce	"사나운, 잔인한, 격렬한, 지독한"
contempt	"경멸, 모욕, 모멸"
feeble	"연약한, 희미한, 나약한"
console	"위로하다, 달래다"
fertile	"기름진, 비옥한, 번식능력이 있는, 풍부한"
vagrant	"방랑자, 방랑하는, 무성한"
flamboyant	"눈부신, 화려한, 현란한"
flourish	"무성하게 자라다, 번창하다"
forestall	"앞서다, 앞지르다, 매점하다, 방해하다"
impolite	"버릇없는, 무례한, 실례되는"
fragrant	"향기로운, 방향성의, 즐거운, 임신한"
fraud	"사기, 기만"
futile	노력이 헛된
improvise	"즉석에서 하다, 임시 대용으로 하다, 즉흥의"
gorgeous	"호화스러운, 화려한, 훌륭한"
grave	"중요한, 심각한, 무덤, 묘, 죽음"
grueling	"녹초로 만드는, 엄한"
incontrovertible	"논쟁의 여지가 없는, 부정할 수 없는, 명백한"
ulcer	"궤양, 병폐, 부패"
hoist	들어 올리다
superlative	"최고의, 최상급의"
extent	"정도, 범위, 구역, 어느 정도로"
